,traditional,pinyin,pinyin(raw),tone,definition,variants,measure-words
175,丁,dīng,ding,1,"['fourth of the ten Heavenly Stems \xe5\x8d\x81\xe5\xa4\xa9\xe5\xb9\xb2[shi2 tian1 gan1]', 'fourth in order', 'letter ""D"" or roman ""IV"" in list ""A, B, C"", or ""I, II, III"" etc', 'ancient Chinese compass point: 195\xc2\xb0', 'butyl', 'cubes (of food)']",[],[]
176,丂,kǎo,kao,3,"['""breath"" or ""sigh"" component in Chinese characters']",[],[]
177,七,qī,qi,1,"['seven', '7']",[],[]
178,丄,shàng,shang,4,[],"[{u'ch': '\xe4\xb8\x8a', u'py': 'shang4', u'chs': '\xe4\xb8\x8a', u'vartype': 'old'}]",[]
179,丅,xià,xia,4,[],"[{u'ch': '\xe4\xb8\x8b', u'py': 'xia4', u'chs': '\xe4\xb8\x8b', u'vartype': 'old'}]",[]
180,丈,zhàng,zhang,4,"['measure of length, ten Chinese feet (3.3 m)', 'to measure', 'husband', 'polite appellation for an older male']",[],[]
181,三,sān,san,1,"['three', '3']",[],[]
182,上,shǎng,shang,3,['see \xe4\xb8\x8a\xe8\x81\xb2|\xe4\xb8\x8a\xe5\xa3\xb0[shang3 sheng1]'],[],[]
183,上,shàng,shang,4,"['on top', 'upon', 'above', 'upper', 'previous', 'first (of multiple parts)', 'to climb', 'to get onto', 'to go up', 'to attend (class or university)']",[],[]
184,下,xià,xia,4,"['down', 'downwards', 'below', 'lower', 'later', 'next (week etc)', 'second (of two parts)', 'to decline', 'to go down', 'to arrive at (a decision, conclusion etc)', 'measure word to show the frequency of an action']",[],[]
185,丌,jī,ji,1,"['""pedestal"" component in Chinese characters']",[],[]
186,丌,qí,qi,2,[],"[{u'ch': '\xe5\x85\xb6', u'py': 'qi2', u'chs': '\xe5\x85\xb6', u'vartype': 'archaic'}]",[]
187,不,bù,bu,4,"['(negative prefix)', 'not', 'no']",[],[]
188,丏,miǎn,mian,3,"['hidden from view', 'barrier to ward off arrows']",[],[]
189,丐,gài,gai,4,"['to beg for alms', 'beggar']",[],[]
190,丑,choǔ,chou,3,"['clown', '2nd earthly branch: 1-3 a.m., 12th solar month (6th January to 3rd February), year of the Ox', 'ancient Chinese compass point: 30\xc2\xb0']",[],[]
191,丒,choǔ,chou,3,[],"[{u'ch': '\xe9\x86\x9c', u'py': 'chou3', u'chs': '\xe4\xb8\x91', u'vartype': ''}]",[]
192,且,qiě,qie,3,"['and', 'moreover', 'yet', 'for the time being', 'to be about to', 'both (... and...)']",[],[]
193,丕,pī,pi,1,['grand'],[],[]
194,世,shì,shi,4,"['life', 'age', 'generation', 'era', 'world', 'lifetime', 'epoch', 'descendant', 'noble']",[],[]
195,丗,shì,shi,4,[],"[{u'ch': '\xe4\xb8\x96', u'py': 'shi4', u'chs': '\xe4\xb8\x96', u'vartype': 'archaic'}]",[]
196,丘,qiū,qiu,1,"['mound', 'hillock', 'grave', 'classifier for fields']",[],[]
197,丙,bǐng,bing,3,"['third of the ten Heavenly Stems \xe5\x8d\x81\xe5\xa4\xa9\xe5\xb9\xb2[shi2 tian1 gan1]', 'third in order', 'letter ""C"" or roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc', 'ancient Chinese compass point: 165\xc2\xb0', 'propyl']",[],[]
198,丞,chéng,cheng,2,['deputy'],[],[]
199,丟,diū,diu,1,"['to lose', 'to put aside', 'to throw']",[],[]
200,丠,qiū,qiu,1,[],"[{u'ch': '\xe4\xb8\x98', u'py': 'qiu1', u'chs': '\xe4\xb8\x98', u'vartype': 'old'}]",[]
201,両,liǎng,liang,3,[],"[{u'ch': '\xe5\x85\xa9', u'py': '', u'chs': '\xe4\xb8\xa4', u'vartype': 'Japanese'}]",[]
202,丣,yoǔ,you,3,[],"[{u'ch': '\xe9\x85\x89', u'py': 'you3', u'chs': '\xe9\x85\x89', u'vartype': 'old'}]",[]
203,並,bìng,bing,4,"['and', 'furthermore', 'also', 'together with', '(not) at all', 'simultaneously', 'to combine', 'to join', 'to merge']",[],[]
204,丨,gǔn,gun,3,['radical in Chinese characters (Kangxi radical 2)'],[],[]
205,丨,shù,shu,4,['see \xe8\xb1\x8e\xe7\xad\x86|\xe7\xab\x96\xe7\xac\x94[shu4 bi3]'],[],[]
206,丩,jiū,jiu,1,[],"[{u'ch': '\xe7\xb3\xbe', u'py': 'jiu1', u'chs': '\xe7\xba\xa0', u'vartype': 'archaic'}]",[]
207,丫,yā,ya,1,"['fork', 'branch', 'bifurcation', 'girl']",[],[]
208,中,zhōng,zhong,1,"['within', 'among', 'in', 'middle', 'center', 'while (doing sth)', 'during', '(dialect) OK', 'all right']",[],[]
209,中,zhòng,zhong,4,"['to hit (the mark)', 'to be hit by', 'to suffer', 'to win (a prize, a lottery)']",[],[]
210,丮,jǐ,ji,3,['to catch'],[],[]
211,丰,fēng,feng,1,"['luxuriant', 'buxom', 'appearance', 'charm']","[{u'ch': '\xe8\xb1\x90', u'py': 'feng1', u'chs': '\xe4\xb8\xb0', u'vartype': ''}, {u'ch': '\xe9\xa2\xa8', u'py': 'feng1', u'chs': '\xe9\xa3\x8e', u'vartype': ''}]",[]
212,丱,guàn,guan,4,"['two tufts of hair', 'young', 'underage']",[],[]
213,丱,kuàng,kuang,4,[],"[{u'ch': '\xe7\xa4\xa6', u'py': 'kuang4', u'chs': '\xe7\x9f\xbf', u'vartype': 'archaic'}]",[]
214,串,chuàn,chuan,4,"['to string together', 'to skewer', 'to connect wrongly', 'to gang up', 'to rove', 'string', 'bunch', 'skewer', 'classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of', 'to make a swift or abrupt linear movement (like a bead on an abacus)', 'to move across']",[],[]
215,丳,chǎn,chan,3,['skewer'],[],[]
216,丵,zhuó,zhuo,2,"['thick grass', '""bush"" component in Chinese characters']",[],[]
217,丶,zhǔ,zhu,3,"['""dot"" radical in Chinese characters (Kangxi radical 3)']","[{u'ch': '\xe9\xbb\x9e', u'py': 'dian3', u'chs': '\xe7\x82\xb9', u'vartype': ''}]",[]
218,丷,bā,ba,1,"['""eight"" component in Chinese characters']","[{u'ch': '\xe5\x85\xab', u'py': 'ba1', u'chs': '\xe5\x85\xab', u'vartype': 'archaic'}]",[]
219,丸,wán,wan,2,"['ball', 'pellet', 'pill']",[],[]
220,丹,dān,dan,1,"['red', 'pellet', 'powder', 'cinnabar']",[],[]
221,主,zhǔ,zhu,3,"['owner', 'master', 'host', 'individual or party concerned', 'God', 'Lord', 'main', 'to indicate or signify', 'trump card (in card games)']",[],[]
222,丼,dòng,dong,4,"['(Tw) bowl of boiled rice with other food on top (loanword from Japanese ""donburi"")']",[],[]
223,丼,jǐng,jing,3,[],"[{u'ch': '\xe4\xba\x95', u'py': 'jing3', u'chs': '\xe4\xba\x95', u'vartype': 'old'}]",[]
224,丿,piě,pie,3,"['radical in Chinese characters (Kangxi radical 4)', 'see \xe6\x92\x87[pie3]']",[],[]
225,乀,fú,fu,2,['stretch'],[],[]
226,乀,piě,pie,3,[],"[{u'ch': '\xe4\xb8\xbf', u'py': 'pie3', u'chs': '\xe4\xb8\xbf', u'vartype': ''}]",[]
227,乂,yì,yi,4,"['to regulate', 'to govern', 'to control', 'to mow']",[],[]
228,乃,nǎi,nai,3,"['to be', 'thus', 'so', 'therefore', 'then', 'only', 'thereupon']",[],[]
229,久,jiǔ,jiu,3,"['(long) time', '(long) duration of time']",[],[]
230,乆,jiǔ,jiu,3,[],"[{u'ch': '\xe4\xb9\x85', u'py': 'jiu3', u'chs': '\xe4\xb9\x85', u'vartype': 'archaic'}]",[]
231,乇,tuō,tuo,1,[],"[{u'ch': '\xe6\x89\x98', u'py': 'tuo1', u'chs': '\xe6\x89\x98', u'vartype': 'archaic'}]",[]
232,乇,zhé,zhe,2,"['""blade of grass"" component in Chinese characters']",[],[]
233,么,yāo,yao,1,"['youngest', 'most junior', 'tiny', 'one (unambiguous spoken form when spelling out numbers, esp. on telephone or in military)', 'one or ace on dice or dominoes', 'variant of \xe5\x90\x86[yao1], to shout']",[],[]
234,之,zhī,zhi,1,"['(possessive particle, literary equivalent of \xe7\x9a\x84[de5])', 'him', 'her', 'it']",[],[]
235,乍,zhà,zha,4,"['at first', 'suddenly', 'abruptly', 'to spread', '(of hair) to stand on end', 'bristling']",[],[]
236,乎,hū,hu,1,"['(classical particle similar to \xe6\x96\xbc|\xe4\xba\x8e[yu2]) in', 'at', 'from', 'because', 'than', '(classical final particle similar to \xe5\x97\x8e|\xe5\x90\x97[ma5], \xe5\x90\xa7[ba5], \xe5\x91\xa2[ne5], expressing question, doubt or astonishment)']",[],[]
237,乏,fá,fa,2,"['short of', 'tired']",[],[]
238,乑,zhòng,zhong,4,['to stand side by side'],"[{u'ch': '\xe7\x9c\xbe', u'py': 'zhong4', u'chs': '\xe4\xbc\x97', u'vartype': ''}]",[]
239,乒,pīng,ping,1,"['(onom.) ping', 'bing']",[],[]
240,乓,pāng,pang,1,['(onom.) bang'],[],[]
241,乕,hǔ,hu,3,[],"[{u'ch': '\xe8\x99\x8e', u'py': 'hu3', u'chs': '\xe8\x99\x8e', u'vartype': 'archaic'}]",[]
242,乖,guāi,guai,1,"['(of a child) obedient, well-behaved', 'clever', 'shrewd', 'alert', 'perverse', 'contrary to reason', 'irregular', 'abnormal']",[],[]
243,乗,chéng,cheng,2,[],"[{u'ch': '\xe4\xb9\x98', u'py': 'cheng2', u'chs': '\xe4\xb9\x98', u'vartype': 'Japanese'}]",[]
244,乘,chéng,cheng,2,"['to ride', 'to mount', 'to make use of', 'to avail oneself of', 'to take advantage of', 'to multiply (mathematics)', 'Buddhist sect or creed']",[],[]
245,乘,shèng,sheng,4,"['four horse military chariot (archaic)', 'four (archaic)', 'generic term for history books']",[],[]
246,乙,yǐ,yi,3,"['second of the ten Heavenly Stems \xe5\x8d\x81\xe5\xa4\xa9\xe5\xb9\xb2[shi2 tian1 gan1]', 'second in order', 'letter ""B"" or roman ""II"" in list ""A, B, C"", or ""I, II, III"" etc', 'second party (in legal contract, usually \xe4\xb9\x99\xe6\x96\xb9[yi3 fang1], as opposed to \xe7\x94\xb2\xe6\x96\xb9[jia3 fang1])', 'ethyl', 'bent', 'winding', 'radical in Chinese characters (Kangxi radical 5)', 'ancient Chinese compass point: 105\xc2\xb0']",[],[]
247,乙,zhé,zhe,2,['turning stroke (in Chinese characters)'],"[{u'ch': '\xe6\x8a\x98', u'py': 'zhe2', u'chs': '\xe6\x8a\x98', u'vartype': ''}]",[]
248,乚,yà,ya,4,['component in Chinese characters'],"[{u'ch': '\xe6\xaf\xab', u'py': 'hao2', u'chs': '\xe6\xaf\xab', u'vartype': 'archaic'}, {u'ch': '\xe4\xb9\x99', u'py': 'yi3', u'chs': '\xe4\xb9\x99', u'vartype': 'archaic'}]",[]
249,乛,zhé,zhe,2,[],"[{u'ch': '\xe4\xb9\x99', u'py': 'zhe2', u'chs': '\xe4\xb9\x99', u'vartype': ''}]",[]
250,乜,miē,mie,1,"['to squint', 'what? (Cantonese)']","[{u'ch': '\xe4\xb9\x9c\xe5\x98\xa2', u'py': 'mie1 ye3', u'chs': '\xe4\xb9\x9c\xe5\x98\xa2', u'vartype': ''}]",[]
251,九,jiǔ,jiu,3,"['nine', '9']",[],[]
252,乞,qǐ,qi,3,['to beg'],[],[]
253,也,yě,ye,3,"['also', 'too', '(in Classical Chinese) final particle implying affirmation']",[],[]
254,乢,gài,gai,4,[],"[{u'ch': '\xe8\x93\x8b', u'py': 'gai4', u'chs': '\xe7\x9b\x96', u'vartype': 'ancient'}, {u'ch': '\xe4\xb8\x90', u'py': 'gai4', u'chs': '\xe4\xb8\x90', u'vartype': 'ancient'}]",[]
255,乣,jiǔ,jiu,3,[],"[{u'ch': '\xe7\xb3\xba', u'py': 'jiu3', u'chs': '\xe7\xb3\xba', u'vartype': 'archaic'}]",[]
256,乨,shǐ,shi,3,[],"[{u'ch': '\xe5\xa7\x8b', u'py': 'shi3', u'chs': '\xe5\xa7\x8b', u'vartype': 'archaic'}]",[]
257,乩,jī,ji,1,['to divine'],[],[]
258,乪,nāng,nang,1,['a bend in a river (Cantonese)'],[],[]
259,乭,shí,shi,2,"['rock', 'phonetic ""dol"" used in names (Korean kugja)']",[],[]
260,乳,rǔ,ru,3,"['breast', 'milk']",[],[]
261,乴,xué,xue,2,['to grasp'],[],[]
262,乵,yǎn,yan,3,[],"[{u'ch': '\xe9\x80\xb2', u'py': 'jin4', u'chs': '\xe8\xbf\x9b', u'vartype': 'archaic'}]",[]
263,乸,nǎ,na,3,"['feminine suffix (Cantonese)', 'postfix indicating feminine']",[],[]
264,乹,qián,qian,2,[],"[{u'ch': '\xe4\xb9\xbe', u'py': 'qian2', u'chs': '\xe4\xb9\xbe', u'vartype': 'old'}]",[]
265,乹,gān,gan,1,[],"[{u'ch': '\xe4\xb9\xbe', u'py': 'gan1', u'chs': '\xe5\xb9\xb2', u'vartype': 'old'}]",[]
266,乾,qián,qian,2,"['one of the Eight Trigrams \xe5\x85\xab\xe5\x8d\xa6[ba1 gua4], symbolizing heaven', 'male principle', '\xe2\x98\xb0', 'ancient Chinese compass point: 315\xc2\xb0 (northwest)']",[],[]
267,乾,gān,gan,1,"['dry', 'clean', 'in vain', 'dried food', 'foster', 'adoptive', 'to ignore']",[],[]
268,乿,luàn,luan,4,[],"[{u'ch': '\xe4\xba\x82', u'py': 'luan4', u'chs': '\xe4\xb9\xb1', u'vartype': 'archaic'}]",[]
269,乿,zhì,zhi,4,[],"[{u'ch': '\xe6\xb2\xbb', u'py': 'zhi4', u'chs': '\xe6\xb2\xbb', u'vartype': 'archaic'}]",[]
270,亀,guī,gui,1,[],"[{u'ch': '\xe9\xbe\x9c', u'py': 'gui1', u'chs': '\xe9\xbe\x9f', u'vartype': 'old'}]",[]
271,亁,qián,qian,2,[],"[{u'ch': '\xe4\xb9\xbe', u'py': 'qian2', u'chs': '\xe4\xb9\xbe', u'vartype': ''}]",[]
272,亁,gān,gan,1,[],"[{u'ch': '\xe4\xb9\xbe', u'py': 'gan1', u'chs': '\xe5\xb9\xb2', u'vartype': ''}]",[]
273,亂,luàn,luan,4,"['in confusion or disorder', 'in a confused state of mind', 'disorder', 'upheaval', 'riot', 'illicit sexual relations', 'to throw into disorder', 'to mix up', 'indiscriminate', 'random', 'arbitrary']",[],[]
274,亃,lín,lin,2,"['mythical animal, said to have yellow body and white tail']",[],[]
275,亄,yì,yi,4,"['covetous', 'greedy', 'stingy']",[],[]
276,亅,jué,jue,2,"['""vertical stroke with hook"" radical in Chinese characters (Kangxi radical 6)']","[{u'ch': '\xe8\xb1\x8e\xe9\x89\xa4', u'py': 'shu4 gou1', u'chs': '\xe7\xab\x96\xe9\x92\xa9', u'vartype': ''}]",[]
277,了,le,le,5,"['(modal particle intensifying preceding clause)', '(completed action marker)']",[],[]
278,了,liǎo,liao,3,"['to finish', 'to achieve', 'to understand clearly']","[{u'ch': '\xe7\x9e\xad', u'py': 'liao3', u'chs': '\xe4\xba\x86', u'vartype': ''}]",[]
279,亇,gè,ge,4,[],"[{u'ch': '\xe5\x80\x8b', u'py': 'ge4', u'chs': '\xe4\xb8\xaa', u'vartype': ''}]",[]
280,予,yú,yu,2,"['(archaic) I', 'me']",[],[]
281,予,yǔ,yu,3,['to give'],[],[]
282,亊,shì,shi,4,[],"[{u'ch': '\xe4\xba\x8b', u'py': 'shi4', u'chs': '\xe4\xba\x8b', u'vartype': ''}]",[]
283,事,shì,shi,4,"['matter', 'thing', 'item', 'work', 'affair']",[],"[('\xe4\xbb\xb6', '\xe4\xbb\xb6', 'jian4'), ('\xe6\xa8\x81', '\xe6\xa1\xa9', 'zhuang1'), ('\xe5\x9b\x9e', '\xe5\x9b\x9e', 'hui2')]"
284,二,èr,er,4,"['two', '2', '(Beijing dialect) stupid']",[],[]
285,亍,chù,chu,4,"['step with the right foot', 'see \xe5\xbd\xb3\xe4\xba\x8d[chi4 chu4]']",[],[]
286,于,yú,yu,2,"['to go', 'to take', 'sentence-final interrogative particle']","[{u'ch': '\xe6\x96\xbc', u'py': 'yu2', u'chs': '\xe4\xba\x8e', u'vartype': ''}]",[]
287,亐,yú,yu,2,[],"[{u'ch': '\xe4\xba\x8e', u'py': 'Yu2', u'chs': '\xe4\xba\x8e', u'vartype': 'archaic'}]",[]
288,云,yún,yun,2,['(classical) to say'],[],[]
289,互,hù,hu,4,['mutual'],[],[]
290,亓,qí,qi,2,"['his', 'her', 'its', 'their']",[],[]
291,五,wǔ,wu,3,"['five', '5']",[],[]
292,井,jǐng,jing,3,"['a well', 'neat', 'orderly']",[],"[('\xe5\x8f\xa3', '\xe5\x8f\xa3', 'kou3')]"
293,亖,sì,si,4,[],"[{u'ch': '\xe5\x9b\x9b', u'py': 'si4', u'chs': '\xe5\x9b\x9b', u'vartype': 'old'}]",[]
294,亙,gèn,gen,4,"['extending all the way across', 'running all the way through']",[],[]
295,些,xiē,xie,1,"['some', 'few', 'several', 'measure word indicating a small amount or small number (greater than 1)']",[],[]
296,亜,yà,ya,4,[],"[{u'ch': '\xe4\xba\x9e', u'py': '', u'chs': '\xe4\xba\x9a', u'vartype': 'Japanese'}]",[]
297,亝,qí,qi,2,[],"[{u'ch': '\xe9\xbd\x8a', u'py': 'qi2', u'chs': '\xe9\xbd\x90', u'vartype': 'old'}]",[]
298,亝,zhāi,zhai,1,[],"[{u'ch': '\xe9\xbd\x8b', u'py': 'zhai1', u'chs': '\xe6\x96\x8b', u'vartype': 'old'}]",[]
299,亞,yà,ya,4,"['Asia', 'Asian', 'second', 'next to', 'inferior', 'sub-', 'Taiwan pr. [ya3]']",[],[]
300,亟,jí,ji,2,['urgent'],[],[]
301,亟,qì,qi,4,"['repeatedly', 'frequently']",[],[]
302,亠,toú,tou,2,"['""lid"" radical in Chinese characters (Kangxi radical 8)']",[],[]
303,亡,wáng,wang,2,"['to die', 'to lose', 'to be gone', 'to flee', 'deceased']",[],[]
304,亢,kàng,kang,4,"['high', 'overbearing', 'excessive']",[],[]
305,交,jiāo,jiao,1,"['to hand over', 'to deliver', 'to pay (money)', 'to turn over', 'to make friends', 'to intersect (lines)']",[],[]
306,亥,hài,hai,4,"['12th earthly branch: 9-11 p.m., 10th solar month (7th November-6th December), year of the Boar', 'ancient Chinese compass point: 330\xc2\xb0']",[],[]
307,亦,yì,yi,4,['also'],[],[]
308,亨,hēng,heng,1,"['prosperous', 'henry (unit of inductance)']",[],[]
309,享,xiǎng,xiang,3,"['to enjoy', 'to benefit', 'to have the use of']",[],[]
310,京,jīng,jing,1,"['capital city of a country', 'big', 'algebraic term for a large number (old)', 'artificial mound (old)']",[],[]
311,亭,tíng,ting,2,"['pavilion', 'booth', 'kiosk', 'erect']",[],[]
312,亮,liàng,liang,4,"['bright', 'clear', 'resonant', 'to shine', 'to show', 'to reveal']",[],[]
313,亯,xiǎng,xiang,3,[],"[{u'ch': '\xe4\xba\xab', u'py': 'xiang3', u'chs': '\xe4\xba\xab', u'vartype': 'old'}]",[]
314,亱,yè,ye,4,[],"[{u'ch': '\xe5\xa4\x9c', u'py': 'ye4', u'chs': '\xe5\xa4\x9c', u'vartype': ''}]",[]
315,亶,dǎn,dan,3,['sincere'],[],[]
316,亷,lián,lian,2,[],"[{u'ch': '\xe5\xbb\x89', u'py': 'lian2', u'chs': '\xe5\xbb\x89', u'vartype': 'old'}]",[]
317,亹,mén,men,2,"['mountain pass', 'defile (archaic)']",[],[]
318,亹,wěi,wei,3,['resolute'],[],[]
319,人,rén,ren,2,"['man', 'person', 'people']",[],"[('\xe5\x80\x8b', '\xe4\xb8\xaa', 'ge4'), ('\xe4\xbd\x8d', '\xe4\xbd\x8d', 'wei4')]"
320,亻,rén,ren,2,"['""person"" radical in Chinese characters (Kangxi radical 9)']",[],[]
321,亼,jí,ji,2,[],"[{u'ch': '\xe9\x9b\x86', u'py': 'ji2', u'chs': '\xe9\x9b\x86', u'vartype': ''}]",[]
322,亽,jí,ji,2,[],"[{u'ch': '\xe4\xba\xbc', u'py': 'ji2', u'chs': '\xe4\xba\xbc', u'vartype': 'archaic'}]",[]
323,亾,wáng,wang,2,[],"[{u'ch': '\xe4\xba\xa1', u'py': 'wang2', u'chs': '\xe4\xba\xa1', u'vartype': 'old'}]",[]
324,什,shén,shen,2,['what'],[],[]
325,什,shí,shi,2,"['ten (used in fractions, writing checks etc)', 'assorted', 'miscellaneous']",[],[]
326,仁,rén,ren,2,"['humane', 'kernel']",[],[]
327,仂,lè,le,4,"['surplus', 'tithe']",[],[]
328,仃,dīng,ding,1,['alone'],[],[]
329,仄,zè,ze,4,"['to tilt', 'narrow', 'uneasy', 'oblique tones (in Chinese poetry)']",[],[]
330,仆,pū,pu,1,"['to fall forward', 'to fall prostrate']",[],[]
331,仇,choú,chou,2,"['hatred', 'animosity', 'enmity', 'foe', 'enemy', 'to feel animosity toward (the wealthy, foreigners etc)']",[],[]
332,仇,qiú,qiu,2,"['spouse', 'companion']",[],[]
333,今,jīn,jin,1,"['today', 'modern', 'present', 'current', 'this', 'now']",[],[]
334,介,jiè,jie,4,"['to introduce', 'to lie between', 'between', 'shell', 'armor']",[],[]
335,仌,bīng,bing,1,[],"[{u'ch': '\xe5\x86\xb0', u'py': 'bing1', u'chs': '\xe5\x86\xb0', u'vartype': 'old'}]",[]
336,仍,réng,reng,2,"['still', 'yet', 'to remain']",[],[]
337,仏,fó,fo,2,[],"[{u'ch': '\xe4\xbd\x9b', u'py': '', u'chs': '\xe4\xbd\x9b', u'vartype': 'Japanese'}]",[]
338,仔,zǎi,zai,3,[],"[{u'ch': '\xe5\xb4\xbd', u'py': 'zai3', u'chs': '\xe5\xb4\xbd', u'vartype': ''}]",[]
339,仔,zī,zi,1,['see \xe4\xbb\x94\xe8\x82\xa9[zi1 jian1]'],[],[]
340,仔,zǐ,zi,3,"['meticulous', '(of domestic animals or fowls) young']",[],[]
341,仕,shì,shi,4,"['to serve as an official', 'an official', 'the two chess pieces in Chinese chess guarding the ""general"" or ""king"" \xe5\xb0\x87|\xe5\xb0\x86[jiang4]']",[],[]
342,他,tā,ta,1,"['he or him', '(used for either sex when the sex is unknown or unimportant)', ""(used before sb's name for emphasis)"", '(used as a meaningless mock object)', 'other', 'another']",[],[]
343,仗,zhàng,zhang,4,"['weaponry', 'to hold (a weapon)', 'to wield', 'to rely on', 'to depend on', 'war', 'battle']",[],[]
344,付,fù,fu,4,"['to pay', 'to hand over to', 'classifier for pairs or sets of things']",[],[]
345,仙,xiān,xian,1,['immortal'],[],[]
346,仚,xiān,xian,1,[],"[{u'ch': '\xe4\xbb\x99', u'py': 'xian1', u'chs': '\xe4\xbb\x99', u'vartype': 'old'}]",[]
347,仝,tóng,tong,2,['(used in given names)'],"[{u'ch': '\xe5\x90\x8c', u'py': 'tong2', u'chs': '\xe5\x90\x8c', u'vartype': ''}]",[]
348,仞,rèn,ren,4,['(measure)'],[],[]
349,仟,qiān,qian,1,"[""thousand (banker's anti-fraud numeral)""]",[],[]
350,仡,yì,yi,4,"['strong', 'brave']",[],[]
351,代,dài,dai,4,"['to substitute', 'to act on behalf of others', 'to replace', 'generation', 'dynasty', 'age', 'period', '(historical) era', '(geological) eon']",[],[]
352,令,líng,ling,2,['see \xe8\x84\x8a\xe4\xbb\xa4[ji2 ling2]'],[],[]
353,令,lǐng,ling,3,['classifier for a ream of paper'],[],[]
354,令,lìng,ling,4,"['to order', 'to command', 'an order', 'warrant', 'writ', 'to cause', 'to make sth happen', 'virtuous', 'honorific title', 'season', 'government position (old)']",[],[]
355,以,yǐ,yi,3,"['to use', 'by means of', 'according to', 'in order to', 'because of', 'at (a certain date or place)']",[],[]
356,仨,sā,sa,1,['three (colloquial equivalent of \xe4\xb8\x89\xe5\x80\x8b|\xe4\xb8\x89\xe4\xb8\xaa)'],[],[]
357,仫,mù,mu,4,"['name of tribe', 'see \xe4\xbb\xab\xe4\xbd\xac\xe6\x97\x8f[Mu4 lao3 zu2], Mulao ethnic group of Guangxi']",[],[]
358,仮,jiǎ,jia,3,[],"[{u'ch': '\xe5\x81\x87', u'py': '', u'chs': '\xe5\x81\x87', u'vartype': 'Japanese'}]",[]
359,仰,yǎng,yang,3,"['to face upward', 'to look up', 'to admire', 'to rely on']",[],[]
360,仲,zhòng,zhong,4,"['second month of a season', 'middle', 'intermediate', 'second amongst brothers']",[],[]
361,仳,pǐ,pi,3,['to part'],[],[]
362,仵,wǔ,wu,3,"['equal', 'well-matched', 'to violate']",[],[]
363,件,jiàn,jian,4,"['item', 'component', 'classifier for events, things, clothes etc']",[],[]
364,任,rèn,ren,4,"['to assign', 'to appoint', 'to take up a post', 'office', 'responsibility', 'to let', 'to allow', 'to give free rein to', 'no matter (how, what etc)', 'classifier for the number of terms served in office, post, or rank']",[],[]
365,份,fèn,fen,4,"['classifier for gifts, newspaper, magazine, papers, reports, contracts etc']","[{u'ch': '\xe5\x88\x86', u'py': 'fen4', u'chs': '\xe5\x88\x86', u'vartype': ''}]",[]
366,仿,fǎng,fang,3,"['to imitate', 'to copy']",[],[]
367,伀,zhōng,zhong,1,"['restless', 'agitated']",[],[]
368,企,qǐ,qi,3,"['to plan a project', 'to stand on tiptoe', 'Taiwan pr. [qi4]', 'abbr. for \xe4\xbc\x81\xe6\xa5\xad|\xe4\xbc\x81\xe4\xb8\x9a[qi3 ye4]']",[],[]
369,伄,diào,diao,4,['see \xe4\xbc\x84\xe5\x84\x85[diao4 dang1]'],[],[]
370,伇,yì,yi,4,[],"[{u'ch': '\xe5\xbd\xb9', u'py': 'yi4', u'chs': '\xe5\xbd\xb9', u'vartype': 'old'}]",[]
371,伈,xǐn,xin,3,"['nervous', 'fearful']",[],[]
372,伉,kàng,kang,4,"['spouse', 'big and tall', 'strong', 'robust', 'upright and outspoken']",[],[]
373,伊,yī,yi,1,"['he', 'she']",[],[]
374,伋,jí,ji,2,['unreal'],[],[]
375,伍,wǔ,wu,3,"['squad of five soldiers', 'to associate with', ""five (banker's anti-fraud numeral)""]",[],[]
376,伎,jì,ji,4,['craft'],[],[]
377,伏,fú,fu,2,"['to lean over', 'to fall (go down)', 'to hide (in ambush)', 'to conceal oneself', 'to lie low', 'hottest days of summer', 'to submit', 'to concede defeat', 'to overcome', 'to subdue', 'volt']",[],[]
378,伐,fá,fa,2,"['to cut down', 'to fell', 'to dispatch an expedition against', 'to attack', 'to boast', 'Taiwan pr. [fa1]']",[],[]
379,休,xiū,xiu,1,"['to rest', 'to stop doing sth for a period of time', 'to cease', ""(imperative) don't""]",[],[]
380,伕,fū,fu,1,[],"[{u'ch': '\xe5\xa4\xab', u'py': 'fu1', u'chs': '\xe5\xa4\xab', u'vartype': ''}]",[]
381,伙,huǒ,huo,3,['meals (abbr. for \xe4\xbc\x99\xe9\xa3\x9f[huo3 shi2])'],"[{u'ch': '\xe5\xa4\xa5', u'py': 'huo3', u'chs': '\xe4\xbc\x99', u'vartype': ''}]",[]
382,伜,cuì,cui,4,[],"[{u'ch': '\xe5\x80\x85', u'py': 'cui4', u'chs': '\xe5\x80\x85', u'vartype': ''}]",[]
383,伝,chuán,chuan,2,[],"[{u'ch': '\xe5\x82\xb3', u'py': '', u'chs': '\xe4\xbc\xa0', u'vartype': 'Japanese'}]",[]
384,伝,yún,yun,2,"['to summon', 'to propagate', 'to transmit']",[],[]
385,伢,yá,ya,2,['(dialect) child'],[],[]
386,伩,xìn,xin,4,['variant of \xe4\xbf\xa1[xin4] (originally meant as part of the second round of simplified Chinese characters)'],[],[]
387,伯,bà,ba,4,[],"[{u'ch': '\xe9\x9c\xb8', u'py': 'ba4', u'chs': '\xe9\x9c\xb8', u'vartype': ''}]",[]
388,伯,bǎi,bai,3,['one hundred (old)'],[],[]
